Frame,Time (ns),Halogen Bonds,Hydrogen Bonds,Pi-Pi Stacking,Pi-Cation
932,93.1019,0,0,0,0
933,93.2019,0,0,0,0
934,93.3019,0,0,0,0
935,93.4019,0,0,0,0
936,93.5019,0,0,0,0
937,93.6019,0,1,1,0
938,93.7019,0,1,0,0
939,93.8019,0,0,0,0
940,93.9019,0,0,0,0
941,94.0019,0,0,0,0
942,94.1019,0,0,1,0
943,94.2019,0,0,0,0
944,94.3019,0,0,0,0
945,94.4019,0,0,0,0
946,94.5019,0,1,0,0
947,94.6019,0,0,0,0
948,94.7019,0,0,1,0
949,94.8019,0,1,0,0
950,94.9019,0,1,1,0
951,95.0019,0,1,0,0
952,95.1019,0,1,0,0
953,95.2019,0,1,0,0
954,95.3019,0,1,0,0
955,95.4019,0,1,0,0
956,95.5019,0,1,0,0
957,95.6019,0,1,1,0
958,95.7019,0,1,1,0
959,95.8019,0,1,0,0
960,95.9019,0,1,0,0
961,96.0019,0,0,0,1
962,96.1019,0,1,0,0
963,96.2019,0,1,1,0
964,96.3019,0,1,0,0
965,96.4019,0,1,0,0
966,96.5019,0,1,0,0
967,96.6019,0,1,0,0
968,96.7019,0,1,0,0
969,96.8019,0,1,0,0
970,96.9019,0,1,0,0
971,97.0019,0,0,0,0
972,97.1019,0,1,1,0
973,97.2019,0,1,0,0
974,97.3019,0,1,1,0
975,97.4019,0,1,1,0
976,97.5019,0,1,0,0
977,97.602,0,1,0,0
978,97.702,0,1,0,0
979,97.802,0,1,0,0
980,97.902,0,1,0,0
981,98.002,0,1,0,0
982,98.102,0,1,0,0
983,98.202,0,1,0,0
984,98.302,0,1,0,1
985,98.402,0,1,0,0
986,98.502,0,1,0,0
987,98.602,0,1,0,0
988,98.702,0,1,0,0
989,98.802,0,1,0,0
990,98.902,0,1,0,0
991,99.002,0,1,0,0
992,99.102,0,1,0,0
993,99.202,0,1,0,1
994,99.302,0,1,0,0
995,99.402,0,1,0,0
996,99.502,0,1,0,0
997,99.602,0,1,0,0
998,99.702,0,1,0,0
999,99.802,0,1,1,0
1000,99.902,0,1,0,0
1001,100.0,0,1,0,0
